hgnc_id,hgnc_symbol,hgnc_synonyms,hgnc_name,ensembl_id,entrez_id
HGNC:6263,KCNJ2,"KIR2.1, IRK1, LQT7",potassium inwardly rectifying channel subfamily J member 2,ENSG00000123700,3759
HGNC:6264,KCNJ3,"KIR3.1, GIRK1",potassium inwardly rectifying channel subfamily J member 3,ENSG00000162989,3760
HGNC:6265,KCNJ4,"KIR2.3, HIR, HRK1, HIRK2, IRK3",potassium inwardly rectifying channel subfamily J member 4,ENSG00000168135,3761
HGNC:6267,KCNJ6,"KIR3.2, GIRK2, KATP2, BIR1, HIGIRK2, KCNJ7",potassium inwardly rectifying channel subfamily J member 6,ENSG00000157542,3763
HGNC:6269,KCNJ8,KIR6.1,potassium inwardly rectifying channel subfamily J member 8,ENSG00000121361,3764
HGNC:6270,KCNJ9,"KIR3.3, GIRK3",potassium inwardly rectifying channel subfamily J member 9,ENSG00000162728,3765
HGNC:6272,KCNK1,"K2P1.1, TWIK-1",potassium two pore domain channel subfamily K member 1,ENSG00000135750,3775
HGNC:6277,KCNK2,"K2P2.1, TREK-1",potassium two pore domain channel subfamily K member 2,ENSG00000082482,3776
HGNC:6284,KCNMA1,"KCA1.1, MSLO1, SLO",potassium calcium-activated channel subfamily M alpha 1,ENSG00000156113,3778
HGNC:6289,KCNMB4,NA,potassium calcium-activated channel subfamily M regulatory beta subunit 4,ENSG00000135643,27345
HGNC:6291,KCNN2,"KCA2.2, HSK2",potassium calcium-activated channel subfamily N member 2,ENSG00000080709,3781
HGNC:6296,KCNQ2,"KV7.2, ENB1, KCNA11, HNSPC",potassium voltage-gated channel subfamily Q member 2,ENSG00000075043,3785
HGNC:6297,KCNQ3,"KV7.3, EBN2",potassium voltage-gated channel subfamily Q member 3,ENSG00000184156,3786
HGNC:6299,KCNQ5,KV7.5,potassium voltage-gated channel subfamily Q member 5,ENSG00000185760,56479
HGNC:18865,KCNT1,"KCA4.1, KIAA1422, SLACK, SLO2.2",potassium sodium-activated channel subfamily T member 1,ENSG00000107147,57582
HGNC:14678,KCTD12,"KIAA1778, PFET1, C13ORF2",potassium channel tetramerization domain containing 12,ENSG00000178695,115207
HGNC:29244,KCTD16,KIAA1317,potassium channel tetramerization domain containing 16,ENSG00000183775,57528
HGNC:22394,KCTD8,NA,potassium channel tetramerization domain containing 8,ENSG00000183783,386617
HGNC:29508,KIDINS220,ARMS,kinase D interacting substrate 220,ENSG00000134313,57498
HGNC:19167,KIF17,"KIAA1405, KIF3X, KIF17B, OSM-3, KLP-2",kinesin family member 17,ENSG00000117245,57576
HGNC:888,KIF1A,"UNC104, ATSV, C2ORF20, SPG30",kinesin family member 1A,ENSG00000130294,547
HGNC:16636,KIF1B,"KIAA0591, KLP, HMSNII, CMT2A",kinesin family member 1B,ENSG00000054523,23095
HGNC:19349,KIF21A,"FLJ20052, FEOM1",kinesin family member 21A,ENSG00000139116,55605
HGNC:29442,KIF21B,"DKFZP434J212, KIAA0449",kinesin family member 21B,ENSG00000116852,23046
HGNC:6318,KIF2A,KIF2,kinesin family member 2A,ENSG00000068796,3796
HGNC:6393,KIF2C,"MCAK, CT139, KNSL6",kinesin family member 2C,ENSG00000142945,11004
HGNC:6319,KIF3A,"FLA10, KLP-20",kinesin family member 3A,ENSG00000131437,11127
HGNC:6320,KIF3B,"KIAA0359, FLA8, KLP-11",kinesin family member 3B,ENSG00000101350,9371
HGNC:6323,KIF5A,"D12S1889, NKHC, MY050, SPG10",kinesin family member 5A,ENSG00000155980,3798
HGNC:6324,KIF5B,"KNS, UKHC, KNS1",kinesin family member 5B,ENSG00000170759,3799
HGNC:6325,KIF5C,NKHC2,kinesin family member 5C,ENSG00000168280,3800
HGNC:17060,KIFAP3,"KAP3, FLA3",kinesin associated protein 3,ENSG00000075945,22920
HGNC:24023,KLHL17,NA,kelch like family member 17,ENSG00000187961,339451
HGNC:6394,KPNA1,"SRP1, RCH2, NPI-1, IPOA5",karyopherin subunit alpha 1,ENSG00000114030,3836
HGNC:6395,KPNA2,"SRP1ALPHA, IPOA1, QIP2, PTAC58, RCH1",karyopherin subunit alpha 2,ENSG00000182481,3838
HGNC:6404,KPTN,"2E4, KICS4","kaptin, actin binding protein",ENSG00000118162,11133
HGNC:6470,L1CAM,"CD171, NCAM-L1, CAML1, HSAS1, SPG1, HSAS, MIC5",L1 cell adhesion molecule,ENSG00000198910,3897
HGNC:6482,LAMA2,LAMM,laminin subunit alpha 2,ENSG00000196569,3908
HGNC:6484,LAMA4,NA,laminin subunit alpha 4,ENSG00000112769,3910
HGNC:6485,LAMA5,NA,laminin subunit alpha 5,ENSG00000130702,3911
HGNC:6487,LAMB2,"NPHS5, LAMS",laminin subunit beta 2,ENSG00000172037,3913
HGNC:6492,LAMC1,NA,laminin subunit gamma 1,ENSG00000135862,3915
HGNC:6499,LAMP1,CD107A,lysosomal associated membrane protein 1,ENSG00000185896,3916
HGNC:16097,LAMP5,"DJ1119D9.3, BAD-LAMP, UNC-46, C20ORF103",lysosomal associated membrane protein family member 5,ENSG00000125869,24141
HGNC:6513,LASP1,"MLN50, LASP-1",LIM and SH3 protein 1,ENSG00000002834,3927
HGNC:6514,LATS1,WARTS,large tumor suppressor kinase 1,ENSG00000131023,9113
HGNC:6524,LCK,NA,"LCK proto-oncogene, Src family tyrosine kinase",ENSG00000182866,3932
HGNC:6572,LGI1,"IB1099, EPITEMPIN, EPT",leucine rich glioma inactivated 1,ENSG00000108231,9211
HGNC:29568,LHFPL4,GARLH4,LHFPL tetraspan subfamily member 4,ENSG00000156959,375323
HGNC:6613,LIMK1,LIMK,LIM domain kinase 1,ENSG00000106683,3984
HGNC:17787,LIN7A,"MALS-1, TIP-33, LIN-7A, VELI1","lin-7 homolog A, crumbs cell polarity complex component",ENSG00000111052,8825
HGNC:17788,LIN7B,"MALS-2, LIN-7B, VELI2","lin-7 homolog B, crumbs cell polarity complex component",ENSG00000104863,64130
HGNC:17789,LIN7C,"MALS-3, LIN-7C, LIN-7-C, VELI3, FLJ11215","lin-7 homolog C, crumbs cell polarity complex component",ENSG00000148943,55327
HGNC:21205,LINGO1,"FLJ14594, LERN1, LRRN6A",leucine rich repeat and Ig domain containing 1,ENSG00000169783,84894
HGNC:21207,LINGO2,"LERN3, LRRN6C",leucine rich repeat and Ig domain containing 2,ENSG00000174482,158038
HGNC:6631,LMAN1,"MR60, ERGIC-53, ERGIC53, GP58, MCFD1, FMFD1","lectin, mannose binding 1",ENSG00000074695,3998
HGNC:6657,LNX1,"PDZRN2, LNX",ligand of numb-protein X 1,ENSG00000072201,84708
HGNC:3166,LPAR1,"REC.1.3, VZG-1, GPCR26, MREC1.3, LPA1",lysophosphatidic acid receptor 1,ENSG00000198121,1902
HGNC:3168,LPAR2,"EDG-4, LPA2, EDG4",lysophosphatidic acid receptor 2,ENSG00000064547,9170
HGNC:29290,LRFN1,"KIAA1484, SALM2",leucine rich repeat and fibronectin type III domain containing 1,ENSG00000128011,57622
HGNC:21226,LRFN2,"FIGLER2, KIAA1246, SALM1",leucine rich repeat and fibronectin type III domain containing 2,ENSG00000156564,57497
HGNC:28370,LRFN3,"MGC2656, SALM4, FIGLER1",leucine rich repeat and fibronectin type III domain containing 3,ENSG00000126243,79414
HGNC:28456,LRFN4,"MGC3103, SALM3., FIGLER6",leucine rich repeat and fibronectin type III domain containing 4,ENSG00000173621,78999
HGNC:20360,LRFN5,"FIGLER8, SALM5, C14ORF146",leucine rich repeat and fibronectin type III domain containing 5,ENSG00000165379,145581
HGNC:6692,LRP1,"CD91, LRP1A, APOER, IGFBP3R1, A2MR",LDL receptor related protein 1,ENSG00000123384,4035
HGNC:6696,LRP4,"MEGF7, CLSS, LRP-4, SOST2",LDL receptor related protein 4,ENSG00000134569,4038
HGNC:6700,LRP8,"APOER2, MCI1, LRP-8, HSZ75190",LDL receptor related protein 8,ENSG00000157193,7804
HGNC:15586,LRRC4,"NAG14, NGL-2",leucine rich repeat containing 4,ENSG00000128594,64101
HGNC:25042,LRRC4B,"DKFZP761A179, HSM, NGL-3, LRIG4",leucine rich repeat containing 4B,ENSG00000131409,94030
HGNC:29317,LRRC4C,"KIAA1580, NGL-1",leucine rich repeat containing 4C,ENSG00000148948,57689
HGNC:18531,LRRC7,"KIAA1365, DENSIN-180",leucine rich repeat containing 7,ENSG00000033122,57554
HGNC:18618,LRRK2,"ROCO2, DKFZP434H2111, FLJ45829, RIPK7, PARK8",leucine rich repeat kinase 2,ENSG00000188906,120892
HGNC:19408,LRRTM1,FLJ32082,leucine rich repeat transmembrane neuronal 1,ENSG00000162951,347730
HGNC:19409,LRRTM2,KIAA0416,leucine rich repeat transmembrane neuronal 2,ENSG00000146006,26045
HGNC:19410,LRRTM3,NA,leucine rich repeat transmembrane neuronal 3,ENSG00000198739,347731
HGNC:19411,LRRTM4,FLJ12568,leucine rich repeat transmembrane neuronal 4,ENSG00000176204,80059
HGNC:6705,LSAMP,IGLON3,limbic system associated membrane protein,ENSG00000185565,4045
HGNC:6735,LYN,JTK8,"LYN proto-oncogene, Src family tyrosine kinase",ENSG00000254087,4067
HGNC:13861,LZTS1,NA,leucine zipper tumor suppressor 1,ENSG00000061337,11178
HGNC:30139,LZTS3,"PROSAPIP1, KIAA0552",leucine zipper tumor suppressor family member 3,ENSG00000088899,9762
HGNC:6766,MADD,"DENN, KIAA0358, RAB3GEP, IG20",MAP kinase activating death domain,ENSG00000110514,8567
HGNC:946,MAGI1,"MAGI-1, TNRC19, AIP3, WWP3, BAIAP1","membrane associated guanylate kinase, WW and PDZ domain containing 1",ENSG00000151276,9223
HGNC:18957,MAGI2,"ACVRIP1, MAGI-2","membrane associated guanylate kinase, WW and PDZ domain containing 2",ENSG00000187391,9863
HGNC:29647,MAGI3,MAGI-3,"membrane associated guanylate kinase, WW and PDZ domain containing 3",ENSG00000081026,260425
HGNC:13634,MAL2,NA,"mal, T cell differentiation protein 2",ENSG00000147676,114569
HGNC:6835,MAP1A,MAP1L,microtubule associated protein 1A,ENSG00000166963,4130
HGNC:6836,MAP1B,"MAP5, PPP1R102",microtubule associated protein 1B,ENSG00000131711,4131
HGNC:6838,MAP1LC3A,"MAP1BLC3, MAP1ALC3, LC3, LC3A, ATG8E",microtubule associated protein 1 light chain 3 alpha,ENSG00000101460,84557
HGNC:13352,MAP1LC3B,ATG8F,microtubule associated protein 1 light chain 3 beta,ENSG00000140941,81631
HGNC:6839,MAP2,"MAP2A, MAP2B, MAP2C",microtubule associated protein 2,ENSG00000078018,4133
HGNC:6840,MAP2K1,"MEK1, MAPKK1, MKK1, PRKMK1",mitogen-activated protein kinase kinase 1,ENSG00000169032,5604
HGNC:6871,MAPK1,"ERK2, P41MAPK, MAPK2, PRKM2, PRKM1",mitogen-activated protein kinase 1,ENSG00000100030,5594
HGNC:6872,MAPK10,"JNK3, P493F12, P54BSAPK, PRKM10",mitogen-activated protein kinase 10,ENSG00000109339,5602
HGNC:6876,MAPK14,"PRKM14, MXI2, PRKM15, CSPB1, CSBP1, CSBP2",mitogen-activated protein kinase 14,ENSG00000112062,1432
HGNC:6877,MAPK3,"ERK1, P44MAPK, P44ERK1, PRKM3",mitogen-activated protein kinase 3,ENSG00000102882,5595
HGNC:6881,MAPK8,"JNK, JNK1, SAPK1, PRKM8",mitogen-activated protein kinase 8,ENSG00000107643,5599
HGNC:6886,MAPK9,"JNK2, P54A, SAPK, PRKM9",mitogen-activated protein kinase 9,ENSG00000050748,5601
HGNC:6759,MARCKS,"PKCSL, 80K-L, MACS",myristoylated alanine rich protein kinase C substrate,ENSG00000277443,4082
HGNC:7142,MARCKSL1,"F52, MACMARCKS",MARCKS like 1,ENSG00000175130,65108
HGNC:6896,MARK1,"MARK, PAR-1C",microtubule affinity regulating kinase 1,ENSG00000116141,4139
HGNC:3332,MARK2,"PAR1B, PAR-1B, EMK1",microtubule affinity regulating kinase 2,ENSG00000072518,2011
HGNC:26183,MCTP1,FLJ22344,multiple C2 and transmembrane domain containing 1,ENSG00000175471,79772
HGNC:25636,MCTP2,"FLJ11175, FLJ33303",multiple C2 and transmembrane domain containing 2,ENSG00000140563,55784
HGNC:19267,MDGA1,"GPIM, MAMDC3",MAM domain containing glycosylphosphatidylinositol anchor 1,ENSG00000112139,266727
HGNC:19835,MDGA2,MAMDC1,MAM domain containing glycosylphosphatidylinositol anchor 2,ENSG00000139915,161357
HGNC:6973,MDM2,"HDM2, MGC5370",MDM2 proto-oncogene,ENSG00000135679,4193
HGNC:6990,MECP2,"RTT, MRX16, MRX79",methyl-CpG binding protein 2,ENSG00000169057,4204
HGNC:17038,MGLL,"HU-K5, MGL, MAGL",monoglyceride lipase,ENSG00000074416,11343
HGNC:21086,MIB1,"DIP-1, MIB, KIAA1323, ZZANK2, ZZZ6",MIB E3 ubiquitin protein ligase 1,ENSG00000101752,57534
HGNC:30577,MIB2,"SKELETROPHIN, ZZZ5, FLJ39787, ZZANK1",MIB E3 ubiquitin protein ligase 2,ENSG00000197530,142678
HGNC:17565,MINK1,"B55, ZC3, MAP4K6, YSK2",misshapen like kinase 1,ENSG00000141503,50488
HGNC:7109,MKLN1,TWA2,muskelin 1,ENSG00000128585,4289
HGNC:7126,MLF2,NA,myeloid leukemia factor 2,ENSG00000089693,8079
HGNC:7176,MMP9,CLG4B,matrix metallopeptidase 9,ENSG00000100985,4318
HGNC:17261,MOB4,"MOB3, DKFZP564M112, CGI-95, 2C4D, PHOCN, PREI3, MOBKL3","MOB family member 4, phocein",ENSG00000115540,25843
HGNC:7208,MPDZ,MUPP1,multiple PDZ domain crumbs cell polarity complex component,ENSG00000107186,8777
HGNC:7219,MPP1,"PEMP, DXS552E",MAGUK p55 scaffold protein 1,ENSG00000130830,4354
HGNC:7220,MPP2,DKFZP761D0712,MAGUK p55 scaffold protein 2,ENSG00000108852,4355
HGNC:14334,MRTFA,"KIAA1438, MRTF-A, BSAC, MKL, MKL1",myocardin related transcription factor A,ENSG00000196588,57591
HGNC:29819,MRTFB,"MRTF-B, FLJ31823, MKL2",myocardin related transcription factor B,ENSG00000186260,57496
HGNC:3942,MTOR,"RAFT1, RAPT1, FLJ44809, FRAP, FRAP2, FRAP1",mechanistic target of rapamycin kinase,ENSG00000198793,2475
HGNC:7568,MYH10,NMMHCB,myosin heavy chain 10,ENSG00000133026,4628
HGNC:7590,MYLK,"SMMLCK, MYLK1, MLCK1, KRP, TELOKIN, MLCK108, MLCK210, MYLK-L",myosin light chain kinase,ENSG00000065534,4638
HGNC:7602,MYO5A,"MYO5, MYR12, MYH12",myosin VA,ENSG00000197535,4644
HGNC:7603,MYO5B,KIAA1119,myosin VB,ENSG00000167306,4645
HGNC:7605,MYO6,"KIAA0389, DFNA22, DFNB37",myosin VI,ENSG00000196586,4646
HGNC:7608,MYO9A,"FLJ11061, FLJ13244, MGC71859",myosin IXA,ENSG00000066933,4649
HGNC:7609,MYO9B,CELIAC4,myosin IXB,ENSG00000099331,4650
HGNC:621,NAE1,"ULA-1, APP-BP1, APPBP1",NEDD8 activating enzyme E1 subunit 1,ENSG00000159593,8883
HGNC:7641,NAPA,NA,NSF attachment protein alpha,ENSG00000105402,8775
HGNC:15751,NAPB,"SNAP-BETA, SNAPB",NSF attachment protein beta,ENSG00000125814,63908
HGNC:21683,NAPEPLD,"FMP30, C7ORF18, NAPE-PLD",N-acyl phosphatidylethanolamine phospholipase D,ENSG00000161048,222236
HGNC:7642,NAPG,NA,NSF attachment protein gamma,ENSG00000134265,8774
HGNC:7648,NBEA,"KIAA1544, BCL8B, FLJ10197",neurobeachin,ENSG00000172915,26960
HGNC:7656,NCAM1,"NCAM, CD56",neural cell adhesion molecule 1,ENSG00000149294,4684
HGNC:7657,NCAM2,"NCAM21, MGC51008",neural cell adhesion molecule 2,ENSG00000154654,4685
HGNC:2465,NCAN,CSPG3,neurocan,ENSG00000130287,1463
HGNC:17597,NCDN,"NCDN-1, NCDN-2",neurochondrin,ENSG00000020129,23154
HGNC:7666,NCKAP1,"HEM2, NAP125",NCK associated protein 1,ENSG00000061676,10787
HGNC:15486,NCKIPSD,"AF3P21, SPIN90, WISH, WASLBP",NCK interacting protein with SH3 domain,ENSG00000213672,51517
HGNC:3953,NCS1,"NCS-1, FREQ",neuronal calcium sensor 1,ENSG00000107130,23413
HGNC:17091,NCSTN,KIAA0253,nicastrin,ENSG00000162736,23385
HGNC:23746,NECAB2,EFCBP2,N-terminal EF-hand calcium binding protein 2,ENSG00000103154,54550
HGNC:24539,NECAP1,DKFZP566B183,NECAP endocytosis associated 1,ENSG00000089818,25977
HGNC:9706,NECTIN1,"PRR1, PVRR1, SK-12, HIGR, CLPED1, CD111, OFC7, NECTIN-1, HVEC, ED4, PVRL1",nectin cell adhesion molecule 1,ENSG00000110400,5818
HGNC:17664,NECTIN3,"NECTIN-3, PPR3, PVRR3, DKFZP566B0846, CDW113, CD113, PVRL3",nectin cell adhesion molecule 3,ENSG00000177707,25945
HGNC:7727,NEDD4,"KIAA0093, MGC176705, NEDD4-1",NEDD4 E3 ubiquitin protein ligase,ENSG00000069869,4734
HGNC:7728,NEDD4L,"KIAA0439, RSP5, NEDD4-2",NEDD4 like E3 ubiquitin protein ligase,ENSG00000049759,23327
HGNC:7732,NEDD8,NEDD-8,NEDD8 ubiquitin like modifier,ENSG00000129559,4738
HGNC:7737,NEFH,"NF-H, NFH",neurofilament heavy chain,ENSG00000100285,4744
HGNC:7739,NEFL,"NFL, CMT1F, CMT2E, NF68, PPP1R110",neurofilament light chain,ENSG00000277586,4747
HGNC:7734,NEFM,"NFM, NF-M, NEF3",neurofilament medium chain,ENSG00000104722,4741
HGNC:17302,NEGR1,"KILON, MGC46680, NTRA, IGLON4",neuronal growth regulator 1,ENSG00000172260,257194
HGNC:7754,NEO1,"NGN, HST17534, IGDCC2, NTN1R2",neogenin 1,ENSG00000067141,4756
HGNC:13823,NETO1,"BTCL1, BCTL1",neuropilin and tolloid like 1,ENSG00000166342,81832
HGNC:14644,NETO2,"FLJ10430, NEOT2",neuropilin and tolloid like 2,ENSG00000171208,81831
HGNC:7761,NEURL1,"H-NEU, RNF67, NEU-1, NEURL",neuralized E3 ubiquitin protein ligase 1,ENSG00000107954,9148
HGNC:7765,NF1,NA,neurofibromin 1,ENSG00000196712,4763
HGNC:20271,NGDN,"DKFZP564O092, LCP5, LPD-2, NGD, CANU1, C14ORF120",neuroguidin,ENSG00000129460,25983
HGNC:7807,NGEF,ARHGEF27,neuronal guanine nucleotide exchange factor,ENSG00000066248,25791
HGNC:7809,NGFR,"TNFRSF16, CD271, P75NTR",nerve growth factor receptor,ENSG00000064300,4804
HGNC:14291,NLGN1,KIAA1070,neuroligin 1,ENSG00000169760,22871
HGNC:14290,NLGN2,KIAA1366,neuroligin 2,ENSG00000169992,57555
HGNC:14289,NLGN3,"HNL3, KIAA1480, ASPGX1, AUTSX1",neuroligin 3,ENSG00000196338,54413
HGNC:14287,NLGN4X,"KIAA1260, NLGN, HLNX, NLGN4",neuroligin 4 X-linked,ENSG00000146938,57502
HGNC:15529,NLGN4Y,KIAA0951,neuroligin 4 Y-linked,ENSG00000165246,22829
HGNC:7872,NOS1,NNOS,nitric oxide synthase 1,ENSG00000089250,4842
HGNC:16859,NOS1AP,"KIAA0464, CAPON",nitric oxide synthase 1 adaptor protein,ENSG00000198929,9722
HGNC:7881,NOTCH1,NA,notch receptor 1,ENSG00000148400,4851
HGNC:7882,NOTCH2,NA,notch receptor 2,ENSG00000134250,4853
HGNC:7901,NPFF,FMRFAL,neuropeptide FF-amide peptide precursor,ENSG00000139574,8620
HGNC:7939,NPPA,"ANP, PND",natriuretic peptide A,ENSG00000175206,4878
HGNC:17867,NPTN,"GP55, GP65, NP65, NP55, SDFR1",neuroplastin,ENSG00000156642,27020
HGNC:7952,NPTX1,NA,neuronal pentraxin 1,ENSG00000171246,4884
HGNC:7953,NPTX2,NA,neuronal pentraxin 2,ENSG00000106236,4885
HGNC:7954,NPTXR,NA,neuronal pentraxin receptor,ENSG00000221890,23467
HGNC:7955,NPY,PYY4,neuropeptide Y,ENSG00000122585,4852
HGNC:7956,NPY1R,NA,neuropeptide Y receptor Y1,ENSG00000164128,4886
HGNC:7957,NPY2R,NA,neuropeptide Y receptor Y2,ENSG00000185149,4887
HGNC:7958,NPY5R,NPYR5,neuropeptide Y receptor Y5,ENSG00000164129,4889
HGNC:7978,NR3C1,"GR, GRL",nuclear receptor subfamily 3 group C member 1,ENSG00000113580,2908
HGNC:7979,NR3C2,"MR, MLR",nuclear receptor subfamily 3 group C member 2,ENSG00000151623,4306
HGNC:7994,NRCAM,"KIAA0343, BRAVO",neuronal cell adhesion molecule,ENSG00000091129,4897
HGNC:7997,NRG1,"NDF, GGF, NRG1-IT2",neuregulin 1,ENSG00000157168,3084
HGNC:7998,NRG2,"DON-1, NTAK, HRG2",neuregulin 2,ENSG00000158458,9542
HGNC:7999,NRG3,NA,neuregulin 3,ENSG00000185737,10718
HGNC:8000,NRGN,NA,neurogranin,ENSG00000154146,4900
HGNC:17972,NRN1,NRN,neuritin 1,ENSG00000124785,51299
HGNC:8004,NRP1,"VEGF165R, CD304",neuropilin 1,ENSG00000099250,8829
HGNC:8005,NRP2,VEGF165R2,neuropilin 2,ENSG00000118257,8828
HGNC:8008,NRXN1,"KIAA0578, HS.22998",neurexin 1,ENSG00000179915,9378
HGNC:8009,NRXN2,NA,neurexin 2,ENSG00000110076,9379
HGNC:8010,NRXN3,"KIAA0743, C14ORF60",neurexin 3,ENSG00000021645,9369
HGNC:8016,NSF,SEC18,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",ENSG00000073969,4905
HGNC:18790,NSG1,"D4S234E, NEEP21",neuronal vesicle trafficking associated 1,ENSG00000168824,27065
HGNC:24955,NSG2,"HMP19, CALY3",neuronal vesicle trafficking associated 2,ENSG00000170091,51617
HGNC:29843,NSMF,NELF,NMDA receptor synaptonuclear signaling and neuronal migration factor,ENSG00000165802,26012
HGNC:17941,NTM,"NTRI, IGLON2, CEPU-1",neurotrimin,ENSG00000182667,50863
HGNC:8029,NTN1,NTN1L,netrin 1,ENSG00000065320,9423
HGNC:23319,NTNG1,"KIAA0976, LMNT1, NETG1, NETRING1",netrin G1,ENSG00000162631,22854
HGNC:14288,NTNG2,"KIAA1857, LMNT2, NETRING2",netrin G2,ENSG00000196358,84628
HGNC:8032,NTRK2,TRKB,neurotrophic receptor tyrosine kinase 2,ENSG00000148053,4915
HGNC:8033,NTRK3,TRKC,neurotrophic receptor tyrosine kinase 3,ENSG00000140538,4916
HGNC:8050,NUDT3,DIPP,nudix hydrolase 3,ENSG00000272325,11165
HGNC:8057,NUFIP1,"NUFIP, RSA1",nuclear FMR1 interacting protein 1,ENSG00000083635,26747
HGNC:8060,NUMB,C14ORF41,NUMB endocytic adaptor protein,ENSG00000133961,8650
HGNC:8061,NUMBL,"NUMB-R, CTG3A, CAG3A, TNRC23, NUMBR, NUMBLIKE",NUMB like endocytic adaptor protein,ENSG00000105245,9253
HGNC:29229,NWD2,KIAA1239,NACHT and WD repeat domain containing 2,ENSG00000174145,57495
HGNC:20693,NXPH1,NA,neurexophilin 1,ENSG00000122584,30010
HGNC:8078,NXPH4,NPH4,neurexophilin 4,ENSG00000182379,11247
HGNC:8127,OGT,"O-GLCNAC, HRNT1, MGC22921, FLJ23071, OGT1",O-linked N-acetylglucosamine (GlcNAc) transferase,ENSG00000147162,8473
HGNC:17187,OLFM1,"NOE1, OLFA, AMY, NOELIN",olfactomedin 1,ENSG00000130558,10439
HGNC:17189,OLFM2,"OLFC, NOE2",olfactomedin 2,ENSG00000105088,93145
HGNC:8143,OPCML,"OPCM, OBCAM, IGLON1",opioid binding protein/cell adhesion molecule like,ENSG00000183715,4978
HGNC:8148,OPHN1,"OPN1, ARHGAP41, MRX60",oligophrenin 1,ENSG00000079482,4983
HGNC:8153,OPRD1,NA,opioid receptor delta 1,ENSG00000116329,4985
HGNC:8154,OPRK1,"KOR, OPRK",opioid receptor kappa 1,ENSG00000082556,4986
HGNC:8156,OPRM1,MOR1,opioid receptor mu 1,ENSG00000112038,4988
HGNC:15761,OSBPL2,"KIAA0772, ORP-2, DFNA67",oxysterol binding protein like 2,ENSG00000130703,9885
HGNC:8515,OTOF,"FER1L2, DFNB9",otoferlin,ENSG00000115155,9381
HGNC:8528,OXT,"OXT-NPI, OT-NPI, OT",oxytocin/neurophysin I prepropeptide,ENSG00000101405,5020
HGNC:8533,P2RX1,P2X1,purinergic receptor P2X 1,ENSG00000108405,5023
HGNC:15459,P2RX2,"P2X2, DFNA41",purinergic receptor P2X 2,ENSG00000187848,22953
HGNC:8534,P2RX3,P2X3,purinergic receptor P2X 3,ENSG00000109991,5024
HGNC:8535,P2RX4,P2X4,purinergic receptor P2X 4,ENSG00000135124,5025
HGNC:8538,P2RX6,"P2XM, MGC129625, P2X6, P2RXL1",purinergic receptor P2X 6,ENSG00000099957,9127
HGNC:8537,P2RX7,"P2X7, MGC20089",purinergic receptor P2X 7,ENSG00000089041,5027
HGNC:8539,P2RY1,"P2Y1, SARCC",purinergic receptor P2Y1,ENSG00000169860,5028
HGNC:8541,P2RY2,P2U,purinergic receptor P2Y2,ENSG00000175591,5029
HGNC:8542,P2RY4,"NRU, P2Y4, P2P",pyrimidinergic receptor P2Y4,ENSG00000186912,5030
HGNC:8554,PABPC1,"PAB1, PABPC2",poly(A) binding protein cytoplasmic 1,ENSG00000070756,26986
HGNC:8570,PACSIN1,SDPI,protein kinase C and casein kinase substrate in neurons 1,ENSG00000124507,29993
HGNC:8571,PACSIN2,SDPII,protein kinase C and casein kinase substrate in neurons 2,ENSG00000100266,11252
HGNC:8574,PAFAH1B1,"LIS1, NUDF, MDCR, MDS",platelet activating factor acetylhydrolase 1b regulatory subunit 1,ENSG00000007168,5048
HGNC:8590,PAK1,NA,p21 (RAC1) activated kinase 1,ENSG00000149269,5058
HGNC:8591,PAK2,"PAK65, PAKGAMMA",p21 (RAC1) activated kinase 2,ENSG00000180370,5062
HGNC:8592,PAK3,"HPAK3, BPAK, MRX30, MRX47",p21 (RAC1) activated kinase 3,ENSG00000077264,5063
HGNC:15916,PAK5,"KIAA1264, PAK7",p21 (RAC1) activated kinase 5,ENSG00000101349,57144
HGNC:16061,PAK6,NA,p21 (RAC1) activated kinase 6,ENSG00000137843,56924
HGNC:8594,PALM,"KIAA0270, PALM1",paralemmin,ENSG00000099864,5064
HGNC:16369,PARK7,"DJ-1, DJ1, GATD2",Parkinsonism associated deglycase,ENSG00000116288,11315
HGNC:8609,PARN,NA,poly(A)-specific ribonuclease,ENSG00000140694,5073
HGNC:8647,PCBP1,"HNRPE1, HNRNP-E1, HNRPX, HNRNP-X",poly(rC) binding protein 1,ENSG00000169564,5093
HGNC:8648,PCBP2,"HNRPE2, HNRNP-E2, HNRNPE2",poly(rC) binding protein 2,ENSG00000197111,5094
HGNC:13404,PCDH10,"OL-PCDH, KIAA1400",protocadherin 10,ENSG00000138650,57575
HGNC:14267,PCDH17,"PCDH68, PCH68",protocadherin 17,ENSG00000118946,27253
HGNC:8659,PCDH7,"BH-PCDH, PPP1R120",protocadherin 7,ENSG00000169851,5099
HGNC:8660,PCDH8,"PAPC, ARCADLIN",protocadherin 8,ENSG00000136099,5100
HGNC:8661,PCDH9,NA,protocadherin 9,ENSG00000184226,5101
HGNC:13406,PCLO,"KIAA0559, DKFZP779G1236, ACZ",piccolo presynaptic cytomatrix protein,ENSG00000186472,27445
HGNC:8772,PDE10A,NA,phosphodiesterase 10A,ENSG00000112541,10846
HGNC:8780,PDE4A,DPDE2,phosphodiesterase 4A,ENSG00000065989,5141
HGNC:16501,PDLIM4,RIL,PDZ and LIM domain 4,ENSG00000131435,8572
